日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
113/01/07,104 台北二,胡蘿蔔,27.9,18.2,5.1,17.5,0,"13,320",-3,233100
113/01/09,104 台北二,胡蘿蔔,26.5,18.4,6.2,17.6,1,"13,840",4,243584
113/01/10,104 台北二,胡蘿蔔,22,18.2,9.2,17.2,-2,"14,320",3,246304
113/01/11,104 台北二,胡蘿蔔,21.8,14.8,7.7,14.8,-14,"15,010",5,222148
113/01/12,104 台北二,胡蘿蔔,21.1,14.1,6.1,13.9,-6,"14,650",-2,203635
113/01/13,104 台北二,胡蘿蔔,17.5,12.5,5,12,-14,"16,350",12,196200
113/01/14,104 台北二,胡蘿蔔,16.6,11.2,5.9,11.2,-7,"15,990",-2,179088
113/01/16,104 台北二,胡蘿蔔,18.7,11.4,4.9,11.6,4,"16,670",4,193372
113/01/17,104 台北二,胡蘿蔔,16.7,11.5,4.8,11.2,-3,"19,080",14,213696
113/01/18,104 台北二,胡蘿蔔,15.1,10.9,5.7,10.7,-4,"12,210",-36,130647
113/01/19,104 台北二,胡蘿蔔,12.2,9.8,5.2,9.4,-12,"17,628",44,165703.2
113/01/20,104 台北二,胡蘿蔔,10.9,9.1,4.7,8.6,-9,"16,940",-4,145684
113/01/21,104 台北二,胡蘿蔔,10.4,9.3,5,8.6,0,"16,160",-5,138976
113/01/23,104 台北二,胡蘿蔔,10.2,8.2,4.3,7.8,-9,"17,510",8,136578
113/01/24,104 台北二,胡蘿蔔,10.3,7.6,3.9,7.4,-5,"16,230",-7,120102
113/01/25,104 台北二,胡蘿蔔,9.8,7.2,3.7,7,-5,"14,390",-11,100730
113/01/26,104 台北二,胡蘿蔔,9.9,7.3,4,7.2,3,"14,140",-2,101808
113/01/27,104 台北二,胡蘿蔔,9.4,7,4.5,7,-3,"14,850",5,103950
113/01/28,104 台北二,胡蘿蔔,9.5,6.4,3.4,6.4,-9,"15,800",6,101120
113/01/30,104 台北二,胡蘿蔔,11.6,7.5,3.6,7.6,19,"12,180",-23,92568
113/01/31,104 台北二,胡蘿蔔,10.5,8.9,4.6,8.4,11,"14,180",16,119112
113/02/02,104 台北二,胡蘿蔔,11,9.4,5.1,8.8,5,"14,786",4,130116.8
113/02/03,104 台北二,胡蘿蔔,11.1,9.5,4.8,8.8,0,"14,900",1,131120
113/02/04,104 台北二,胡蘿蔔,10.4,8.4,4.2,8,-9,"15,382",3,123056
113/02/05,104 台北二,胡蘿蔔,11.1,7.7,4.1,7.6,-5,"12,460",-19,94696
113/02/06,104 台北二,胡蘿蔔,13.4,9.4,4.7,9.2,21,"11,410",-8,104972
113/02/07,104 台北二,胡蘿蔔,14.5,11.3,5.2,10.8,17,"12,260",7,132408
113/02/08,104 台北二,胡蘿蔔,14.6,9.9,4.6,9.8,-9,"16,100",31,157780
113/02/09,104 台北二,胡蘿蔔,16.3,12,4.9,11.6,18,"5,500",-66,63800
113/02/15,104 台北二,胡蘿蔔,19.2,13.2,9.4,13.6,17,"10,380",89,141168
113/02/16,104 台北二,胡蘿蔔,20.1,12.6,7.6,13.1,-4,"13,800",33,180780
113/02/17,104 台北二,胡蘿蔔,18.4,11.9,7.9,12.4,-5,"16,110",17,199764
113/02/20,104 台北二,胡蘿蔔,12.9,9.2,5.4,9.2,-26,"20,630",28,189796
113/02/21,104 台北二,胡蘿蔔,11.3,7.9,5.2,8.1,-12,"17,380",-16,140778
113/02/22,104 台北二,胡蘿蔔,9.8,7.6,5.3,7.6,-6,"15,720",-10,119472
113/02/23,104 台北二,胡蘿蔔,9.1,5.9,3.9,6.2,-18,"16,640",6,103168
113/02/24,104 台北二,胡蘿蔔,9.5,5.7,3.7,6,-3,"14,280",-14,85680
113/02/27,104 台北二,胡蘿蔔,9.3,5.6,3.3,5.9,-2,"15,370",8,90683
113/02/28,104 台北二,胡蘿蔔,8.8,5.1,3.3,5.5,-7,"13,630",-11,74965
113/02/29,104 台北二,胡蘿蔔,7.8,5,3.3,5.2,-5,"12,850",-6,66820
113/03/01,104 台北二,胡蘿蔔,9.1,5,3.2,5.5,6,"12,370",-4,68035
113/03/02,104 台北二,胡蘿蔔,9.8,5.6,3.2,5.9,7,"11,946",-3,70481.4
113/03/03,104 台北二,胡蘿蔔,8.5,4.8,3,5.2,-12,"13,570",14,70564
113/03/05,104 台北二,胡蘿蔔,9.6,5.4,3,5.8,12,"14,440",6,83752
113/03/06,104 台北二,胡蘿蔔,8.2,5.2,3,5.4,-7,"14,300",-1,77220
113/03/07,104 台北二,胡蘿蔔,7.8,4.9,3,5.1,-6,"14,270",0,72777
113/03/08,104 台北二,胡蘿蔔,8.1,4.7,3,5,-2,"13,790",-3,68950
113/03/09,104 台北二,胡蘿蔔,8.6,4.7,3,5.2,4,"13,300",-4,69160
113/03/10,104 台北二,胡蘿蔔,9.6,6.5,3,6.4,23,"12,520",-6,80128
113/03/12,104 台北二,胡蘿蔔,13.1,6.7,3.3,7.3,14,"14,344",15,104711.2
113/03/13,104 台北二,胡蘿蔔,10.3,6.9,3.7,6.9,-5,"13,910",-3,95979
113/03/14,104 台北二,胡蘿蔔,8.4,5.9,3,5.8,-16,"16,880",21,97904
113/03/15,104 台北二,胡蘿蔔,10.4,5.2,3.4,5.9,2,"13,820",-18,81538
113/03/16,104 台北二,胡蘿蔔,9.6,5.8,3.3,6.1,3,"14,870",8,90707
113/03/17,104 台北二,胡蘿蔔,9.6,5.4,3,5.8,-5,"15,250",3,88450
113/03/19,104 台北二,胡蘿蔔,9.6,6.4,3.4,6.4,10,"14,060",-8,89984
113/03/20,104 台北二,胡蘿蔔,12,7,3.5,7.3,14,"13,500",-4,98550
113/03/22,104 台北二,胡蘿蔔,11,7,3.5,7.1,-3,"14,290",6,101459
113/03/23,104 台北二,胡蘿蔔,10.6,7.4,4.2,7.4,4,"15,320",7,113368
113/03/24,104 台北二,胡蘿蔔,9.6,6.2,3.5,6.3,-15,"15,560",2,98028
113/03/26,104 台北二,胡蘿蔔,10.8,6.1,3,6.4,2,"15,066",-3,96422.4
113/03/27,104 台北二,胡蘿蔔,9.1,5.3,3,5.6,-13,"15,010",0,84056
113/03/28,104 台北二,胡蘿蔔,7.9,4.8,3,5.1,-9,"13,830",-8,70533
113/03/29,104 台北二,胡蘿蔔,8.1,4.5,3,4.9,-4,"14,750",7,72275
113/03/30,104 台北二,胡蘿蔔,9.1,5.2,3,5.6,14,"12,216",-17,68409.6
113/03/31,104 台北二,胡蘿蔔,8.8,5.3,3,5.6,0,"11,590",-5,64904
113/04/02,104 台北二,胡蘿蔔,10.5,6.8,3.4,6.8,21,"11,690",1,79492
113/04/03,104 台北二,胡蘿蔔,16.8,9.5,4.8,10,47,"12,170",4,121700
113/04/06,104 台北二,胡蘿蔔,13.1,8,4.1,8.2,-18,"13,970",15,114554
113/04/07,104 台北二,胡蘿蔔,14.2,8,3.6,8.3,1,"13,710",-2,113793
113/04/09,104 台北二,胡蘿蔔,15,8.9,3.9,9.1,10,"13,589",-1,123659.9
113/04/10,104 台北二,胡蘿蔔,11.1,7.2,4,7.4,-19,"13,550",0,100270
113/04/11,104 台北二,胡蘿蔔,9.8,5.9,3.8,6.3,-15,"12,790",-6,80577
113/04/12,104 台北二,胡蘿蔔,11.6,6.8,3,7,11,"11,460",-10,80220
113/04/13,104 台北二,胡蘿蔔,12.9,7.4,3.2,7.6,9,"10,870",-5,82612
113/04/14,104 台北二,胡蘿蔔,13.7,7.6,3.5,8,5,"11,520",6,92160
113/04/16,104 台北二,胡蘿蔔,14.2,8.2,3.4,8.4,5,"12,130",5,101892
113/04/17,104 台北二,胡蘿蔔,12.8,8,3.4,8,-5,"13,118",8,104944
113/04/18,104 台北二,胡蘿蔔,12.9,6.8,3,7.3,-9,"9,270",-29,67671
113/04/19,104 台北二,胡蘿蔔,12,7.4,3.6,7.5,3,"11,580",25,86850
113/04/20,104 台北二,胡蘿蔔,11.8,7.3,3,7.3,-3,"11,338",-2,82767.4
113/04/21,104 台北二,胡蘿蔔,10.7,7,3.2,7,-4,"11,650",3,81550
113/04/23,104 台北二,胡蘿蔔,13.8,8.3,4,8.5,21,"11,708",0,99518
113/04/24,104 台北二,胡蘿蔔,12.4,8.1,3.4,8,-6,"11,060",-6,88480
113/04/25,104 台北二,胡蘿蔔,12.2,7.6,4.3,7.8,-3,"9,810",-11,76518
113/04/26,104 台北二,胡蘿蔔,11.8,8.5,4.2,8.3,6,"9,670",-1,80261
113/04/27,104 台北二,胡蘿蔔,12.3,8.4,4.1,8.3,0,"9,600",-1,79680
113/04/28,104 台北二,胡蘿蔔,13.2,9.3,5,9.2,11,"10,000",4,92000
113/04/30,104 台北二,胡蘿蔔,13.8,10.2,5.6,10,9,"12,662",27,126620
113/05/01,104 台北二,胡蘿蔔,13.7,10.3,5.6,10,0,"11,910",-6,119100
113/05/02,104 台北二,胡蘿蔔,13.5,9.3,5.2,9.3,-7,"10,939",-8,101732.7
113/05/03,104 台北二,胡蘿蔔,14.1,9.4,5.4,9.6,3,"11,212",2,107635.2
113/05/04,104 台北二,胡蘿蔔,17.1,10.9,5.4,11,15,"11,220",0,123420
113/05/05,104 台北二,胡蘿蔔,16.1,11,5.2,10.9,-1,"11,420",2,124478
113/05/07,104 台北二,胡蘿蔔,18.4,11.7,7.6,12.2,12,"11,300",-1,137860
113/05/08,104 台北二,胡蘿蔔,18.4,11.9,8.8,12.6,3,"11,080",-2,139608
113/05/09,104 台北二,胡蘿蔔,16.7,10.7,6.9,11.2,-11,"12,420",12,139104
113/05/10,104 台北二,胡蘿蔔,17,11.5,7.2,11.7,4,"11,640",-6,136188
113/05/11,104 台北二,胡蘿蔔,17.1,11.4,7.5,11.8,1,"11,030",-5,130154
113/05/12,104 台北二,胡蘿蔔,18,10,7,11,-7,"11,460",4,126060
113/05/14,104 台北二,胡蘿蔔,17.7,12.4,7.7,12.5,14,"11,500",0,143750
113/05/15,104 台北二,胡蘿蔔,16.7,11.1,6.8,11.4,-9,"12,310",7,140334
113/05/16,104 台北二,胡蘿蔔,15.1,10.3,6.9,10.6,-7,"11,090",-10,117554
113/05/17,104 台北二,胡蘿蔔,16.5,10.5,7.3,11.1,5,"10,195",-8,113164.5
113/05/18,104 台北二,胡蘿蔔,18.1,10.9,7.1,11.6,5,"10,260",1,119016
113/05/19,104 台北二,胡蘿蔔,18,12.4,7.5,12.6,9,"9,630",-6,121338
113/05/21,104 台北二,胡蘿蔔,21.3,15.4,11.3,15.8,25,"9,430",-2,148994
113/05/22,104 台北二,胡蘿蔔,18,13.5,9.6,13.6,-14,"10,670",13,145112
113/05/23,104 台北二,胡蘿蔔,17.8,11.8,8.3,12.3,-10,"10,570",-1,130011
113/05/24,104 台北二,胡蘿蔔,19.3,10.9,7.5,11.9,-3,"10,830",2,128877
113/05/25,104 台北二,胡蘿蔔,18.4,10.8,6.7,11.5,-3,"10,330",-5,118795
113/05/26,104 台北二,胡蘿蔔,18.2,10.7,7.4,11.5,0,"10,990",6,126385
113/05/28,104 台北二,胡蘿蔔,19.6,12.7,8.1,13.2,15,"11,520",5,152064
113/05/29,104 台北二,胡蘿蔔,18.6,11.7,6.9,12.1,-8,"11,720",2,141812
113/05/31,104 台北二,胡蘿蔔,18.8,12.2,6.6,12.4,2,"12,000",2,148800
113/06/01,104 台北二,胡蘿蔔,18.8,12.7,8.4,13,5,"11,060",-8,143780
113/06/02,104 台北二,胡蘿蔔,18.8,11.1,6.9,11.8,-9,"10,670",-4,125906
113/06/04,104 台北二,胡蘿蔔,23.7,14,7.3,14.6,24,"10,450",-2,152570
113/06/05,104 台北二,胡蘿蔔,21.8,13.2,8.8,14.1,-3,"11,492",10,162037.2
113/06/06,104 台北二,胡蘿蔔,19.2,11.7,6.9,12.3,-13,"10,641",-7,130884.3
113/06/07,104 台北二,胡蘿蔔,20.9,11.5,6.7,12.4,1,"10,640",0,131936
113/06/08,104 台北二,胡蘿蔔,22.7,13.1,8.7,14.1,14,"9,720",-9,137052
113/06/09,104 台北二,胡蘿蔔,21.4,14.1,8.4,14.4,2,"9,690",0,139536
113/06/10,104 台北二,胡蘿蔔,21.4,14.7,9.9,15.1,5,"8,230",-15,124273
113/06/13,104 台北二,胡蘿蔔,21.1,14.9,8.9,14.9,-1,"7,900",-4,117710
113/06/14,104 台北二,胡蘿蔔,21,14.8,11.2,15.3,3,"9,030",14,138159
113/06/15,104 台北二,胡蘿蔔,24.4,15.7,9.3,16.2,6,"9,720",8,157464
113/06/16,104 台北二,胡蘿蔔,22.8,15.6,9.4,15.8,-2,"10,190",5,161002
113/06/18,104 台北二,胡蘿蔔,23.8,16,11.3,16.6,5,"9,390",-8,155874
113/06/19,104 台北二,胡蘿蔔,23.4,14.8,9.6,15.5,-7,"9,720",4,150660
113/06/20,104 台北二,胡蘿蔔,21.1,14.3,10,14.8,-5,"9,810",1,145188
113/06/21,104 台北二,胡蘿蔔,19.6,12,6.8,12.5,-16,"10,710",9,133875
113/06/22,104 台北二,胡蘿蔔,19.6,13,7.8,13.3,6,"10,790",1,143507
113/06/23,104 台北二,胡蘿蔔,18,11.3,5,11.4,-14,"11,350",5,129390
113/06/25,104 台北二,胡蘿蔔,20.2,12.3,5.6,12.6,11,"9,440",-17,118944
113/06/26,104 台北二,胡蘿蔔,20.2,12.6,7.1,13,3,"9,570",1,124410
113/06/27,104 台北二,胡蘿蔔,17,11.6,5.9,11.6,-11,"7,950",-17,92220
113/06/28,104 台北二,胡蘿蔔,20,12.3,5.9,12.6,9,"10,470",32,131922
113/06/29,104 台北二,胡蘿蔔,18.9,11.9,6.2,12.2,-3,"11,880",13,144936
113/06/30,104 台北二,胡蘿蔔,19.2,10.6,5.3,11.2,-8,"11,410",-4,127792
113/07/02,104 台北二,胡蘿蔔,24,12.2,5.4,13.2,18,"11,180",-2,147576
113/07/03,104 台北二,胡蘿蔔,20.7,13,5.2,13,-2,"10,980",-2,142740
113/07/04,104 台北二,胡蘿蔔,18.6,12.1,5.6,12.1,-7,"10,690",-3,129349
113/07/05,104 台北二,胡蘿蔔,18.7,11.9,5.5,12,-1,"10,730",0,128760
113/07/06,104 台北二,胡蘿蔔,21,12,6.6,12.7,6,"9,960",-7,126492
113/07/07,104 台北二,胡蘿蔔,22.8,12.7,5.9,13.3,5,"10,040",1,133532
113/07/09,104 台北二,胡蘿蔔,24.7,12.7,6.1,13.8,4,"12,450",24,171810
113/07/10,104 台北二,胡蘿蔔,25.1,15.1,6.3,15.3,11,"11,780",-5,180234
113/07/12,104 台北二,胡蘿蔔,24.1,13.7,6.9,14.4,-6,"12,900",10,185760
113/07/13,104 台北二,胡蘿蔔,22.5,13.6,6.6,14,-3,"12,820",-1,179480
113/07/14,104 台北二,胡蘿蔔,21,13.2,5.9,13.3,-5,"11,780",-8,156674
113/07/16,104 台北二,胡蘿蔔,21.1,13.1,6.2,13.3,0,"12,240",4,162792
113/07/17,104 台北二,胡蘿蔔,20.6,11.8,5.9,12.4,-7,"12,590",3,156116
113/07/18,104 台北二,胡蘿蔔,20.6,12.9,7.1,13.3,7,"11,830",-6,157339
113/07/19,104 台北二,胡蘿蔔,18.9,11.8,6,12.1,-9,"12,880",9,155848
113/07/20,104 台北二,胡蘿蔔,19,11.1,6.5,11.8,-2,"11,660",-9,137588
113/07/21,104 台北二,胡蘿蔔,17.7,11,5.8,11.3,-4,"10,210",-12,115373
113/07/23,104 台北二,胡蘿蔔,28.4,17.5,7.6,17.7,57,"10,820",6,191514
113/07/24,104 台北二,胡蘿蔔,24,16.5,9.3,16.6,-6,"12,270",13,203682
113/07/26,104 台北二,胡蘿蔔,24.6,18,10.9,17.9,8,"10,690",-13,191351
113/07/27,104 台北二,胡蘿蔔,25.2,18.1,12.9,18.5,3,"9,070",-15,167795
113/07/28,104 台北二,胡蘿蔔,24.5,16.9,12.8,17.6,-5,"9,150",1,161040
113/07/30,104 台北二,胡蘿蔔,27,17.8,12.3,18.6,6,"9,370",2,174282
113/07/31,104 台北二,胡蘿蔔,25.5,17.9,12.6,18.4,-1,"9,700",4,178480
113/08/01,104 台北二,胡蘿蔔,25.1,17.3,10.3,17.4,-5,"8,870",-9,154338
113/08/02,104 台北二,胡蘿蔔,24.4,18.2,9.4,17.7,2,"11,030",24,195231
113/08/03,104 台北二,胡蘿蔔,23,15.3,10.2,15.8,-11,"11,660",6,184228
113/08/04,104 台北二,胡蘿蔔,24.5,17.9,13.6,18.4,16,"9,170",-21,168728
113/08/06,104 台北二,胡蘿蔔,24.7,20.4,15.2,20.2,10,"9,920",8,200384
113/08/07,104 台北二,胡蘿蔔,24.2,18,13,18.2,-10,"12,200",23,222040
113/08/08,104 台北二,胡蘿蔔,19,14.3,9.4,14.3,-21,"9,730",-20,139139
113/08/09,104 台北二,胡蘿蔔,23.5,17.1,11,17.2,20,"11,120",14,191264
113/08/10,104 台北二,胡蘿蔔,22.6,17.2,11.6,17.1,-1,"11,470",3,196137
113/08/11,104 台北二,胡蘿蔔,21.8,17,12,16.9,-1,"10,470",-9,176943
113/08/13,104 台北二,胡蘿蔔,22.2,17.9,10.2,17.2,2,"11,700",12,201240
113/08/14,104 台北二,胡蘿蔔,20.4,16.6,10.4,16.1,-6,"11,810",1,190141
113/08/15,104 台北二,胡蘿蔔,20.2,16.4,10.6,16,-1,"11,370",-4,181920
113/08/16,104 台北二,胡蘿蔔,22.6,18.4,11,17.8,11,"10,340",-9,184052
113/08/17,104 台北二,胡蘿蔔,21.6,16.5,9,16,-10,"11,420",10,182720
113/08/18,104 台北二,胡蘿蔔,23.2,17.6,12,17.6,10,"10,830",-5,190608
113/08/21,104 台北二,胡蘿蔔,25.9,20.2,12.7,19.9,13,"10,610",-2,211139
113/08/22,104 台北二,胡蘿蔔,23.5,18.2,10.8,17.8,-11,"11,810",11,210218
113/08/23,104 台北二,胡蘿蔔,23.3,17.7,11.5,17.6,-1,"12,120",3,213312
113/08/24,104 台北二,胡蘿蔔,23.7,17.4,11.9,17.6,0,"12,490",3,219824
113/08/25,104 台北二,胡蘿蔔,24.3,17.4,10.9,17.5,-1,"11,110",-11,194425
113/08/27,104 台北二,胡蘿蔔,25,18.3,10.8,18.1,3,"11,440",3,207064
113/08/28,104 台北二,胡蘿蔔,22.5,17.8,10.2,17.2,-5,"12,800",12,220160
113/08/29,104 台北二,胡蘿蔔,20.7,15.8,9.1,15.5,-10,"9,820",-23,152210
113/08/30,104 台北二,胡蘿蔔,20.2,15.9,10.2,15.6,1,"10,260",4,160056
113/08/31,104 台北二,胡蘿蔔,23.6,17.8,12,17.8,14,"10,050",-2,178890
113/09/01,104 台北二,胡蘿蔔,24.4,16.7,10.7,17,-4,"11,220",12,190740
113/09/03,104 台北二,胡蘿蔔,25.8,19.3,12.3,19.2,13,"9,930",-11,190656
113/09/04,104 台北二,胡蘿蔔,24.5,18,9.1,17.5,-9,"11,550",16,202125
113/09/05,104 台北二,胡蘿蔔,20.8,16.3,8.5,15.6,-11,"10,050",-13,156780
113/09/06,104 台北二,胡蘿蔔,22.5,17.9,10.3,17.3,11,"11,200",11,193760
113/09/07,104 台北二,胡蘿蔔,21.6,16.1,11.1,16.2,-6,"12,010",7,194562
113/09/08,104 台北二,胡蘿蔔,20.1,15.3,7.5,14.7,-9,"12,210",2,179487
113/09/10,104 台北二,胡蘿蔔,24,18.6,9.4,17.8,21,"9,490",-22,168922
113/09/11,104 台北二,胡蘿蔔,22.4,17.6,10,17.1,-4,"10,000",5,171000
113/09/12,104 台北二,胡蘿蔔,24.7,16.8,8.9,16.8,-2,"10,870",9,182616
113/09/13,104 台北二,胡蘿蔔,24,16.6,10.1,16.8,0,"11,070",2,185976
113/09/14,104 台北二,胡蘿蔔,23.2,17.3,8.9,16.8,0,"11,420",3,191856
113/09/15,104 台北二,胡蘿蔔,23.5,16.9,8.6,16.6,-1,"10,970",-4,182102
113/09/16,104 台北二,胡蘿蔔,19.1,15.6,9.5,15.1,-9,"9,250",-16,139675
113/09/17,104 台北二,胡蘿蔔,20.2,15.8,9.3,15.4,2,"8,810",-5,135674
113/09/20,104 台北二,胡蘿蔔,24.5,17.7,12.5,18,17,"10,100",15,181800
113/09/21,104 台北二,胡蘿蔔,24.6,17.5,10.8,17.6,-2,"10,420",3,183392
113/09/22,104 台北二,胡蘿蔔,26.2,19,10.9,18.8,7,"10,040",-4,188752
113/09/24,104 台北二,胡蘿蔔,32.3,21.4,13.4,22,17,"9,840",-2,216480
113/09/25,104 台北二,胡蘿蔔,30.8,19,12.2,20,-9,"10,550",7,211000
113/09/26,104 台北二,胡蘿蔔,27.7,18.6,11.5,19,-5,"10,950",4,208050
113/09/27,104 台北二,胡蘿蔔,31,21.4,16.4,22.3,17,"9,740",-11,217202
113/09/28,104 台北二,胡蘿蔔,25.5,18.7,12.9,18.9,-15,"10,450",7,197505
113/09/29,104 台北二,胡蘿蔔,29.1,22.1,14.3,22,16,"10,980",5,241560
113/10/01,104 台北二,胡蘿蔔,57.8,39.1,22.6,39.6,80,"9,850",-10,390060
113/10/02,104 台北二,胡蘿蔔,46.1,28.1,16.6,29.4,-26,"11,620",18,341628
113/10/03,104 台北二,胡蘿蔔,30.9,17.9,10.2,19,-35,"12,700",9,241300
113/10/04,104 台北二,胡蘿蔔,31.8,22.1,14.6,22.5,18,"9,470",-25,213075
113/10/05,104 台北二,胡蘿蔔,31.9,19.9,12.1,20.7,-8,"10,135",7,209794.5
113/10/06,104 台北二,胡蘿蔔,31.2,19.5,13.6,20.6,0,"9,220",-9,189932
113/10/08,104 台北二,胡蘿蔔,30,21,14.3,21.4,4,"8,690",-6,185966
113/10/09,104 台北二,胡蘿蔔,26.9,19.6,15.2,20.2,-6,"8,920",3,180184
113/10/10,104 台北二,胡蘿蔔,27.6,19,14,19.7,-2,"9,710",9,191287
113/10/11,104 台北二,胡蘿蔔,29.8,19.8,12.7,20.4,4,"9,980",3,203592
113/10/12,104 台北二,胡蘿蔔,28.8,18.8,10.9,19.2,-6,"11,125",11,213600
113/10/13,104 台北二,胡蘿蔔,28,18.4,11.1,18.8,-2,"10,470",-6,196836
113/10/15,104 台北二,胡蘿蔔,30.6,19.1,11.9,20,6,"10,760",3,215200
113/10/16,104 台北二,胡蘿蔔,27.3,18.5,10.2,18.6,-7,"11,080",3,206088
113/10/17,104 台北二,胡蘿蔔,26,18.5,10,18.3,-2,"9,840",-11,180072
113/10/18,104 台北二,胡蘿蔔,25.7,18.9,10,18.5,1,"10,150",3,187775
113/10/19,104 台北二,胡蘿蔔,25.4,18.1,10.3,18,-3,"10,680",5,192240
113/10/20,104 台北二,胡蘿蔔,24.6,18.1,8.2,17.4,-3,"10,500",-2,182700
113/10/22,104 台北二,胡蘿蔔,31.3,22.2,14.5,22.5,29,"9,510",-9,213975
113/10/23,104 台北二,胡蘿蔔,31.9,22.6,12.7,22.5,0,"11,060",16,248850
113/10/25,104 台北二,胡蘿蔔,32.8,21.5,16.2,22.7,1,"10,920",-1,247884
113/10/26,104 台北二,胡蘿蔔,30.9,19.8,13,20.7,-9,"12,920",18,267444
113/10/27,104 台北二,胡蘿蔔,28.5,19.6,12,19.9,-4,"11,550",-11,229845
113/10/29,104 台北二,胡蘿蔔,32.9,21.9,10.9,21.9,10,"11,890",3,260391
113/10/30,104 台北二,胡蘿蔔,34.9,24.3,12.8,24.1,10,"11,170",-6,269197
113/10/31,104 台北二,胡蘿蔔,28.5,17.2,9.3,17.9,-26,"11,110",-1,198869
113/11/01,104 台北二,胡蘿蔔,33.9,30.3,24.8,30,68,"3,300",-70,99000
113/11/02,104 台北二,胡蘿蔔,35.2,26.4,15.6,26,-13,"8,480",157,220480
113/11/03,104 台北二,胡蘿蔔,35.7,30.3,20.8,29.5,13,"7,870",-7,232165
113/11/05,104 台北二,胡蘿蔔,37.3,29.9,21.7,29.7,1,"7,800",-1,231660
113/11/06,104 台北二,胡蘿蔔,32,29.9,21.5,28.6,-4,"8,470",9,242242
113/11/07,104 台北二,胡蘿蔔,32,27.5,19.2,26.8,-6,"8,550",1,229140
113/11/08,104 台北二,胡蘿蔔,32.3,26.4,17.2,25.8,-4,"9,622",13,248247.6
113/11/09,104 台北二,胡蘿蔔,29.7,25.5,16.3,24.5,-5,"9,370",-3,229565
113/11/10,104 台北二,胡蘿蔔,30.9,24.4,13.1,23.4,-4,"10,050",7,235170
113/11/12,104 台北二,胡蘿蔔,35.3,26.1,14.4,25.6,9,"8,190",-19,209664
113/11/13,104 台北二,胡蘿蔔,35.7,28.6,17.5,27.8,9,"7,520",-8,209056
113/11/14,104 台北二,胡蘿蔔,33.4,29.4,16.9,27.7,0,"8,400",12,232680
113/11/15,104 台北二,胡蘿蔔,35.3,30.4,20.7,29.5,6,"8,560",2,252520
113/11/16,104 台北二,胡蘿蔔,33.1,27.3,16.6,26.3,-11,"9,840",15,258792
113/11/17,104 台北二,胡蘿蔔,34.6,26.7,16.3,26.2,0,"10,100",3,264620
113/11/19,104 台北二,胡蘿蔔,35.9,29.3,15.4,27.8,6,"9,880",-2,274664
113/11/20,104 台北二,胡蘿蔔,38.2,30.8,16.9,29.5,6,"10,420",5,307390
113/11/22,104 台北二,胡蘿蔔,36.7,29.4,15.6,28.1,-5,"12,570",21,353217
113/11/23,104 台北二,胡蘿蔔,35.3,26.8,14.6,26,-7,"12,570",0,326820
113/11/24,104 台北二,胡蘿蔔,35.1,27.2,15.3,26.4,2,"11,600",-8,306240
113/11/26,104 台北二,胡蘿蔔,36.7,28.3,12.6,26.9,2,"12,290",6,330601
113/11/27,104 台北二,胡蘿蔔,32.4,25,12.7,24,-11,"12,410",1,297840
113/11/28,104 台北二,胡蘿蔔,31.8,23.5,10.2,22.5,-6,"11,760",-5,264600
113/11/29,104 台北二,胡蘿蔔,31,23.6,10.3,22.4,0,"10,730",-9,240352
113/11/30,104 台北二,胡蘿蔔,30.7,22,10,21.4,-4,"10,980",2,234972
113/12/01,104 台北二,胡蘿蔔,31.4,22.5,10.5,21.9,2,"11,610",6,254259
113/12/03,104 台北二,胡蘿蔔,34.5,25,11.1,24.1,10,"11,010",-5,265341
113/12/04,104 台北二,胡蘿蔔,32.2,24.8,10.2,23.4,-3,"10,370",-6,242658
113/12/05,104 台北二,胡蘿蔔,32.3,22.3,9.8,21.8,-7,"11,185",8,243833
113/12/06,104 台北二,胡蘿蔔,31.8,23.4,8.5,22.1,1,"10,360",-7,228956
113/12/07,104 台北二,胡蘿蔔,30.8,24,8.5,22.2,0,"10,790",4,239538
113/12/08,104 台北二,胡蘿蔔,31.2,22.3,8,21.2,-5,"10,460",-3,221752
113/12/10,104 台北二,胡蘿蔔,33.7,22.8,8.6,22.1,4,"11,520",10,254592
113/12/11,104 台北二,胡蘿蔔,32.4,23.4,11.8,22.9,4,"9,990",-13,228771
113/12/12,104 台北二,胡蘿蔔,31.1,20.8,9.3,20.6,-10,"8,970",-10,184782
113/12/13,104 台北二,胡蘿蔔,31.8,20.5,10,20.7,0,"10,760",20,222732
113/12/14,104 台北二,胡蘿蔔,32.2,20.2,7.1,20,-3,"11,290",5,225800
113/12/15,104 台北二,胡蘿蔔,35.7,19.8,7.6,20.6,3,"11,210",-1,230926
113/12/17,104 台北二,胡蘿蔔,38.2,26.4,11.2,25.8,25,"9,880",-12,254904
113/12/18,104 台北二,胡蘿蔔,33.6,20,6,19.9,-23,"12,890",30,256511
113/12/19,104 台北二,胡蘿蔔,31.8,20.5,7.3,20.1,1,"12,450",-3,250245
113/12/20,104 台北二,胡蘿蔔,31.5,18.3,8.6,19,-5,"12,390",0,235410
113/12/21,104 台北二,胡蘿蔔,28.4,15.9,6.4,16.5,-13,"10,610",-14,175065
113/12/22,104 台北二,胡蘿蔔,31.5,17.3,5.8,17.8,8,"8,400",-21,149520
